"order_id","paid_at","status","channel","delivery_type","delivery_by","tracking_code","ship_city","product_name","product_size","color","material","bonus_granted","quantity","price","subtotal"
150,"2025-04-07","Shipped - Delivered","Online Store","Standard","Sul Envios","B97RLJS","Florianópolis","Sapatilha Anoitecer","40","Branco","Couro liso",False,1,"174.18","174.18"
151,"2025-09-30","Shipped - Delivered","Affiliate Programs","Standard","Correios","NS3ZB8D","Rio de Janeiro","Bota Monty Black","38","Branco","Couro Sintético",False,1,"336.22","336.22"
152,"2024-12-01","Shipped - Delivered","Online Store","Standard","Correios","I2P1Z4C","Florianópolis","Bota Beea Inverno","40","Azul","Camurça",False,1,"353.74","353.74"
153,"2025-03-09","Shipped - Delivered","Online Store","Express","PediuChegou","1TZE0SB","Boa Vista","Rasteira Lua Cheia","42","Cinza","Camurça",False,2,"382.06","764.12"
154,"2025-09-08","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","HRDVPXK","Boa Vista","Rasteira Lua Cheia","41","Cinza","Camurça",False,2,"213.39","426.78"
155,"2025-09-23","Shipped - Delivered","Online Store","Express","PediuChegou","DL55NAE","Palmas","Tênis Souza C.","41","Ciano","Couro Sintético",False,2,"343.21","686.42"
156,"2025-01-29","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","EWTZCE","Porto Alegre","Rasteira Chocolate","38","Vermelho","Couro liso",False,1,"328.51","328.51"
157,"2025-08-19","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","H8W2N3C","Porto Alegre","Rasteira Chocolate","38","Azul","Camurça",False,2,"162.62","325.24"
158,"2025-08-14","Cancelled","B2B","Standard","Sul Envios","FYO12XZ","Porto Alegre","Bota Monty Black","38","Branco","Camurça",True,2,"211.67","423.34"
159,"2025-07-15","Shipped - Delivered","Online Store","Standard","Correios","4G4JY1N","Rio de Janeiro","Rasteira Lua Cheia","38","Azul","Couro Sintético",False,1,"250.44","250.44"
160,"2025-03-22","Shipped - Delivered","Online Store","Express","Correios","3ZVTRER","Tubarão","Sapatilha Alexia","40","Vermelho","Camurça",False,2,"426.90","853.80"
161,"2024-10-29","Shipped - Delivered","Affiliate Programs","Standard","Correios","FZXN70C","Florianópolis","Loafer Anoitecer","38","Branco","Couro Sintético",False,2,"406.91","813.82"
162,"2025-04-06","Cancelled","Online Store","Standard","Sul Envios","0FR2QK4","Florianópolis","Bota Beea Inverno","38","Branco","Couro liso",True,1,"421.27","421.27"
163,"2025-08-12","Cancelled","B2B","Standard","Sul Envios","C5LFC8B","Porto Alegre","Tênis Souza C.","40","Vermelho","Couro liso",True,8,"358.21","2865.68"
164,"2025-02-01","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","FK2J0XY","Palmas","Sapatilha Anoitecer","43","Cinza","Couro Sintético",False,1,"214.01","214.01"
165,"2025-03-26","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","PQSQJL7","Manaus","Loafer Clarice","41","Ciano","Couro liso",False,1,"461.59","461.59"
166,"2025-07-05","Shipped","Affiliate Programs","Express","Sul Envios","MHL3FQJ","Rio de Janeiro","Sapatilha Anoitecer","40","Branco","Couro Sintético",True,2,"260.33","520.66"
167,"2025-01-07","Shipped - Delivered","Online Store","Standard","PediuChegou","0YD4285","Palmas","Bota Beea Inverno","41","Ciano","Couro liso",False,1,"211.64","211.64"
168,"2024-11-24","Shipped - Delivered","Affiliate Programs","Standard","LoggiX","U9WCXB8","Manaus","Tênis Fluent Dawn","43","Amarelo","Couro liso",False,2,"440.00","880.00"
169,"2025-03-07","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","JVTW18V","Macapá","Loafer Anoitecer","43","Cinza","Camurça",False,1,"492.61","492.61"
170,"2025-06-11","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","T0ZVLC3","Florianópolis","Rasteira Lua Cheia","40","Azul","Couro Sintético",False,2,"305.17","610.34"
171,"2025-06-11","Shipped - Delivered","B2B","Standard","PediuChegou","SJ14X2B","Palmas","Rasteira Jazz","41","Ciano","Camurça",False,7,"430.93","3016.51"
172,"2025-01-31","Shipped - Delivered","Online Store","Standard","PediuChegou","IVRND71","Belém","Bota Beea Inverno","43","Amarelo","Couro Sintético",False,2,"424.41","848.82"
173,"2025-09-15","Shipped - Delivered","Online Store","Express","Sul Envios","ZJV12","Tubarão","Rasteira Lua Cheia","39","Branco","Couro Sintético",False,1,"454.19","454.19"
174,"2025-10-09","Shipped - Delivered","Online Store","Standard","Correios","R47S08I","Florianópolis","Loafer Anoitecer","39","Branco","Couro Sintético",False,1,"476.91","476.91"
175,"2024-12-04","Shipped","Online Store","Express","Sul Envios","XXSN80","Rio de Janeiro","Tênis Souza C.","40","Vermelho","Couro liso",True,1,"287.14","287.14"
176,"2025-04-05","Shipped - Delivered","Online Store","Standard","LoggiX","HRX9BXV","Boa Vista","Loafer Anoitecer","43","Ciano","Camurça",False,1,"201.45","201.45"
177,"2024-11-19","Shipped - Delivered","B2B","Express","LoggiX","IMI8I4C","Porto Velho","Bota Monty Black","41","Cinza","Couro Sintético",False,9,"497.79","4480.11"
178,"2024-11-18","Shipped - Delivered","Online Store","Express","LoggiX","9WVV77R","Boa Vista","Rasteira Chocolate","42","Amarelo","Couro liso",False,2,"379.97","759.94"
179,"2025-01-15","Shipped - Delivered","Online Store","Standard","Sul Envios","SP8UW1H","Florianópolis","Sapatilha Anoitecer","40","Branco","Couro liso",False,2,"393.24","786.48"
180,"2025-02-27","Shipped - Delivered","B2B","Express","Sul Envios","L2DK4DF","Tubarão","Tênis Fluent Dawn","40","Azul","Couro liso",False,6,"365.55","2193.30"
181,"2025-06-10","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","OCQ4Y93","Belém","Rasteira Lua Cheia","43","Ciano","Couro Sintético",False,2,"190.39","380.78"
182,"2025-06-04","Shipped - Delivered","B2B","Standard","Sul Envios","IXMLOMN","Porto Alegre","Rasteira Chocolate","40","Branco","Couro Sintético",False,15,"182.97","2744.55"
183,"2024-11-14","Shipped","Affiliate Programs","Standard","Correios","LRLHDQF","Rio de Janeiro","Bota Chocolate","38","Vermelho","Camurça",True,1,"266.44","266.44"
184,"2025-09-04","Shipped - Delivered","Online Store","Express","PediuChegou","QMB7JUQ","Manaus","Rasteira Lua Cheia","41","Amarelo","Camurça",False,1,"290.68","290.68"
185,"2025-06-24","Shipped - Delivered","Online Store","Standard","PediuChegou","M3MF77P","Boa Vista","Bota Monty Black","43","Cinza","Camurça",False,1,"402.84","402.84"
186,"2025-06-16","Shipped - Delivered","Affiliate Programs","Standard","LoggiX","NQD87PR","Manaus","Rasteira Lua Cheia","41","Amarelo","Couro liso",False,2,"175.35","350.70"
187,"2025-04-16","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","SCOBQTA","Florianópolis","Rasteira Lua Cheia","38","Azul","Camurça",False,1,"348.98","348.98"
188,"2025-03-10","Cancelled","Online Store","Express","PediuChegou","C60X970","Boa Vista","Loafer Anoitecer","43","Cinza","Couro Sintético",True,2,"384.68","769.36"
189,"2024-11-26","Shipped - Delivered","Online Store","Standard","PediuChegou","V8EKCW","Belém","Rasteira Chocolate","43","Ciano","Couro Sintético",False,1,"399.46","399.46"
190,"2025-03-25","Shipped - Delivered","Online Store","Express","PediuChegou","HPZVPIX","Belém","Bota Monty Black","41","Amarelo","Couro Sintético",False,1,"301.73","301.73"
191,"2025-08-10","Cancelled","Affiliate Programs","Express","Sul Envios","K4MWKIG","Florianópolis","Sapatilha Alexia","39","Vermelho","Couro Sintético",True,2,"430.60","861.20"
192,"2024-12-11","Shipped - Delivered","Online Store","Express","Sul Envios","2P7C0WY","Rio de Janeiro","Bota Beea Inverno","39","Azul","Couro liso",False,1,"413.23","413.23"
193,"2024-11-22","Shipped - Delivered","Online Store","Express","Sul Envios","KLRG3G9","São Paulo","Sapatilha Alexia","40","Vermelho","Couro Sintético",False,2,"198.05","396.10"
194,"2025-08-16","Shipped - Delivered","Online Store","Express","Sul Envios","CECYPEP","São Paulo","Bota Chocolate","38","Vermelho","Camurça",False,1,"354.50","354.50"
195,"2024-12-19","Shipped - Delivered","B2B","Express","Sul Envios","KB1RRBJ","Rio de Janeiro","Rasteira Chocolate","40","Vermelho","Camurça",False,1,"399.30","399.30"
196,"2025-06-25","Shipped - Delivered","Online Store","Standard","Correios","WFAF0FR","São Paulo","Tênis Souza C.","40","Vermelho","Couro liso",False,2,"183.14","366.28"
197,"2025-07-06","Shipped - Delivered","Affiliate Programs","Express","Correios","5P7D9N0","Florianópolis","Sapatilha Alexia","40","Azul","Couro Sintético",False,2,"394.41","788.82"
198,"2024-11-22","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","FXUFEKR","Porto Velho","Tênis Souza C.","43","Ciano","Couro liso",False,1,"416.51","416.51"
199,"2025-07-14","Shipped - Delivered","B2B","Express","LoggiX","J96WS4T","Manaus","Loafer Anoitecer","42","Amarelo","Couro liso",False,2,"315.46","630.92"
200,"2024-11-15","Shipped - Delivered","B2B","Standard","Correios","44Q4KFE","Porto Alegre","Sapatilha Alexia","40","Vermelho","Camurça",False,15,"249.69","3745.35"
201,"2025-06-23","Cancelled","Affiliate Programs","Express","Sul Envios","59OV5IT","Tubarão","Sapatilha Anoitecer","38","Azul","Camurça",True,1,"382.75","382.75"
202,"2025-07-13","Shipped - Delivered","Online Store","Standard","Sul Envios","RK5XU7E","Rio de Janeiro","Loafer Anoitecer","38","Azul","Camurça",False,1,"216.28","216.28"
203,"2025-01-28","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","FL9D8YM","Manaus","Rasteira Jazz","42","Ciano","Couro Sintético",False,1,"484.50","484.50"
204,"2024-12-02","Shipped - Delivered","Affiliate Programs","Express","Correios","HF7AIBH","Tubarão","Sapatilha Anoitecer","39","Azul","Couro Sintético",False,2,"210.85","421.70"
205,"2025-01-04","Shipped - Delivered","Online Store","Standard","Sul Envios","OSQT86","São Paulo","Bota Monty Black","40","Azul","Camurça",False,1,"490.71","490.71"
206,"2025-04-12","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","NEOVYNW","Palmas","Bota Beea Inverno","41","Cinza","Couro Sintético",False,2,"487.99","975.98"
207,"2025-09-27","Shipped - Delivered","Online Store","Express","LoggiX","BQ63YQ5","Porto Velho","Bota Beea Inverno","41","Amarelo","Camurça",False,1,"436.58","436.58"
208,"2025-05-14","Shipped - Delivered","Affiliate Programs","Express","Correios","7KNLT9","Rio de Janeiro","Bota Monty Black","39","Branco","Camurça",False,1,"494.26","494.26"
209,"2025-08-12","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","92ILXL8","Belém","Rasteira Lua Cheia","41","Cinza","Camurça",False,1,"246.95","246.95"
210,"2025-09-01","Shipped - Delivered","Online Store","Express","LoggiX","YDCQKK1","Palmas","Rasteira Lua Cheia","43","Cinza","Camurça",False,2,"244.93","489.86"
211,"2025-03-31","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","O8ZKJF6","São Paulo","Bota Beea Inverno","40","Azul","Camurça",False,2,"333.11","666.22"
212,"2025-04-28","Shipped - Delivered","B2B","Standard","Correios","HZX9A6L","Rio de Janeiro","Sapatilha Alexia","40","Azul","Couro Sintético",False,10,"245.11","2451.10"
213,"2025-07-10","Shipped","Online Store","Standard","Sul Envios","O1GGBYX","Porto Alegre","Bota Monty Black","38","Azul","Camurça",True,2,"402.22","804.44"
214,"2025-09-22","Shipped - Delivered","Online Store","Express","Sul Envios","K5DILC2","São Paulo","Rasteira Chocolate","39","Branco","Camurça",False,2,"164.03","328.06"
215,"2025-09-21","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","5HYN108","Porto Velho","Sapatilha Alexia","43","Cinza","Couro Sintético",False,1,"194.09","194.09"
216,"2025-08-03","Cancelled","Online Store","Express","Correios","PLT1P4B","Florianópolis","Sapatilha Anoitecer","38","Azul","Couro liso",True,2,"449.26","898.52"
217,"2024-12-22","Shipped","Online Store","Standard","Correios","YLG5M5G","São Paulo","Sapatilha Anoitecer","39","Azul","Camurça",True,2,"238.54","477.08"
218,"2024-11-17","Shipped - Delivered","Affiliate Programs","Express","Correios","VYS5FR9","Florianópolis","Loafer Clarice","38","Branco","Camurça",False,2,"237.84","475.68"
219,"2025-02-26","Shipped - Delivered","Online Store","Standard","Sul Envios","IV42YWX","Rio de Janeiro","Sapatilha Alexia","40","Branco","Couro Sintético",False,2,"157.91","315.82"
220,"2025-09-03","Shipped - Delivered","Online Store","Express","PediuChegou","OCFD8BN","Boa Vista","Tênis Fluent Dawn","41","Amarelo","Couro liso",False,2,"227.49","454.98"
221,"2024-10-19","Cancelled","Affiliate Programs","Express","PediuChegou","E19EF8V","Boa Vista","Rasteira Jazz","43","Ciano","Couro Sintético",True,1,"355.14","355.14"
222,"2025-09-16","Cancelled","Affiliate Programs","Standard","Correios","8MIWEBL","Porto Alegre","Bota Monty Black","40","Azul","Couro Sintético",True,1,"173.10","173.10"
223,"2025-04-27","Cancelled","B2B","Express","Correios","NZU1QB9","Porto Alegre","Tênis Souza C.","39","Azul","Camurça",True,14,"237.63","3326.82"
224,"2025-01-11","Shipped - Delivered","Online Store","Standard","Sul Envios","9O9CGTC","São Paulo","Bota Chocolate","40","Azul","Couro liso",False,1,"268.79","268.79"
225,"2025-02-24","Shipped - Delivered","Online Store","Express","PediuChegou","QOK7J88","Belém","Sapatilha Alexia","42","Cinza","Couro Sintético",False,1,"464.32","464.32"
226,"2024-12-17","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","94V0F4M","Porto Alegre","Sapatilha Anoitecer","38","Branco","Couro liso",False,2,"401.15","802.30"
227,"2025-07-31","Cancelled","Online Store","Express","PediuChegou","AL93YNX","Boa Vista","Tênis Fluent Dawn","43","Ciano","Couro liso",True,1,"250.06","250.06"
228,"2025-10-06","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","69BKESQ","Rio de Janeiro","Bota Beea Inverno","40","Vermelho","Couro liso",False,1,"470.19","470.19"
229,"2025-09-05","Shipped - Delivered","Online Store","Standard","PediuChegou","925RS5G","Manaus","Loafer Clarice","42","Ciano","Couro liso",False,2,"185.63","371.26"
230,"2025-05-31","Shipped - Delivered","Online Store","Express","Correios","KLMTE5R","Florianópolis","Bota Chocolate","39","Azul","Couro liso",False,1,"441.97","441.97"
231,"2025-05-23","Cancelled","Affiliate Programs","Express","Correios","TPV9CT9","Rio de Janeiro","Tênis Fluent Dawn","38","Branco","Camurça",True,2,"159.42","318.84"
232,"2025-02-03","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","LD767C9","São Paulo","Rasteira Lua Cheia","38","Branco","Couro Sintético",False,2,"253.64","507.28"
233,"2025-08-08","Cancelled","B2B","Standard","Correios","TTB6KY0","Tubarão","Loafer Clarice","40","Azul","Couro liso",True,4,"455.45","1821.80"
234,"2025-03-04","Shipped","Affiliate Programs","Standard","Sul Envios","H8CMGXZ","Rio de Janeiro","Sapatilha Anoitecer","38","Branco","Camurça",True,1,"160.34","160.34"
235,"2025-01-10","Shipped - Delivered","B2B","Express","PediuChegou","FQD8UW0","Palmas","Tênis Fluent Morning","43","Ciano","Couro liso",False,1,"157.53","157.53"
236,"2024-12-14","Shipped - Delivered","Online Store","Standard","Correios","ZSFH46L","Florianópolis","Rasteira Chocolate","39","Azul","Camurça",False,1,"289.25","289.25"
237,"2025-02-05","Cancelled","Online Store","Standard","Sul Envios","35YVG90","São Paulo","Rasteira Chocolate","40","Azul","Couro Sintético",True,2,"462.11","924.22"
238,"2024-11-04","Shipped - Delivered","Online Store","Express","PediuChegou","9B6F64P","Boa Vista","Tênis Fluent Dawn","41","Amarelo","Camurça",False,1,"150.94","150.94"
239,"2025-02-21","Shipped - Delivered","Online Store","Express","Sul Envios","QG3QD6M","Porto Alegre","Tênis Fluent Morning","39","Branco","Couro Sintético",False,2,"300.00","600.00"
240,"2025-04-22","Shipped","Affiliate Programs","Standard","Correios","I84CMXH","Rio de Janeiro","Tênis Souza C.","38","Vermelho","Couro Sintético",True,2,"475.08","950.16"
241,"2025-01-27","Cancelled","Online Store","Standard","Correios","VHSKID","Tubarão","Loafer Anoitecer","38","Vermelho","Camurça",True,2,"377.21","754.42"
242,"2025-02-25","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","IFN943D","Florianópolis","Rasteira Lua Cheia","39","Azul","Couro liso",False,1,"222.40","222.40"
243,"2024-12-16","Shipped - Delivered","Online Store","Standard","Sul Envios","QVUE00R","Tubarão","Rasteira Lua Cheia","40","Azul","Camurça",False,2,"207.49","414.98"
244,"2024-10-25","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","MW70OMN","São Paulo","Tênis Fluent Morning","40","Azul","Camurça",False,2,"174.94","349.88"
245,"2025-01-18","Shipped - Delivered","Affiliate Programs","Standard","Correios","EZG8MMC","Rio de Janeiro","Loafer Anoitecer","40","Vermelho","Camurça",False,2,"356.98","713.96"
246,"2025-10-12","Shipped","Online Store","Standard","PediuChegou","7M29515","Palmas","Rasteira Chocolate","42","Amarelo","Camurça",True,1,"222.88","222.88"
247,"2024-12-26","Shipped","Online Store","Standard","PediuChegou","H2D5IOJ","Palmas","Tênis Fluent Dawn","43","Amarelo","Couro Sintético",True,1,"322.02","322.02"
248,"2025-05-09","Shipped - Delivered","B2B","Standard","Correios","5XB5SG1","Tubarão","Loafer Anoitecer","38","Azul","Couro Sintético",False,15,"329.85","4947.75"
249,"2025-10-15","Shipped - Delivered","B2B","Standard","Correios","4KMG4VE","Rio de Janeiro","Bota Monty Black","38","Azul","Couro Sintético",False,2,"162.55","325.10"
250,"2025-03-06","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","K9SN0S1","São Paulo","Rasteira Chocolate","40","Azul","Couro liso",False,1,"317.26","317.26"
251,"2024-11-08","Shipped - Delivered","B2B","Standard","PediuChegou","93V061W","Boa Vista","Bota Monty Black","43","Cinza","Couro Sintético",False,3,"247.73","743.19"
252,"2025-09-02","Shipped - Delivered","B2B","Express","LoggiX","IZG4OMQ","Macapá","Sapatilha Alexia","42","Ciano","Couro liso",False,6,"290.17","1741.02"
253,"2024-11-28","Shipped - Delivered","Online Store","Standard","Sul Envios","F5M11LS","São Paulo","Rasteira Jazz","40","Branco","Camurça",False,1,"378.98","378.98"
254,"2025-05-05","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","QG7O1RD","São Paulo","Tênis Fluent Morning","40","Vermelho","Couro Sintético",False,1,"338.88","338.88"
255,"2024-12-05","Shipped - Delivered","Affiliate Programs","Standard","Sul Envios","KNY3H4B","Tubarão","Loafer Anoitecer","38","Azul","Couro liso",False,1,"310.89","310.89"
256,"2025-04-05","Shipped - Delivered","B2B","Standard","Correios","LTFREF3","São Paulo","Sapatilha Anoitecer","39","Azul","Couro Sintético",False,15,"450.79","6761.85"
257,"2025-01-30","Shipped - Delivered","B2B","Express","LoggiX","D5LCWVL","Manaus","Rasteira Jazz","43","Cinza","Couro liso",False,3,"176.60","529.80"
258,"2025-03-15","Shipped - Delivered","Online Store","Standard","Correios","CEEO0CX","Florianópolis","Rasteira Lua Cheia","40","Branco","Couro liso",False,2,"391.81","783.62"
259,"2025-04-22","Shipped - Delivered","Online Store","Standard","LoggiX","OHW9OHD","Belém","Sapatilha Alexia","42","Ciano","Camurça",False,1,"447.99","447.99"
260,"2025-04-25","Shipped - Delivered","B2B","Standard","Correios","YQIUXQE","Rio de Janeiro","Rasteira Chocolate","38","Vermelho","Camurça",False,13,"174.05","2262.65"
261,"2025-09-02","Shipped","Online Store","Standard","Sul Envios","U1QQ07I","Porto Alegre","Bota Beea Inverno","40","Vermelho","Couro liso",True,1,"416.87","416.87"
262,"2025-10-10","Shipped","B2B","Express","Correios","M5299KQ","Porto Alegre","Tênis Fluent Morning","39","Vermelho","Camurça",True,3,"251.82","755.46"
263,"2025-08-06","Shipped","Online Store","Express","Sul Envios","RW87T55","Porto Alegre","Bota Monty Black","40","Vermelho","Couro liso",True,1,"446.89","446.89"
264,"2025-02-05","Shipped","Affiliate Programs","Express","Correios","Y55YSG9","Rio de Janeiro","Loafer Clarice","38","Branco","Couro liso",True,1,"433.74","433.74"
265,"2025-10-02","Shipped - Delivered","B2B","Standard","Sul Envios","5Q75JKE","Florianópolis","Rasteira Chocolate","40","Vermelho","Couro Sintético",False,6,"429.58","2577.48"
266,"2025-04-19","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","IXS2G4I","São Paulo","Bota Monty Black","39","Vermelho","Camurça",False,2,"246.73","493.46"
267,"2024-12-30","Shipped - Delivered","Online Store","Express","Correios","3KN7E0","Rio de Janeiro","Loafer Clarice","40","Azul","Couro liso",False,1,"206.36","206.36"
268,"2025-08-13","Shipped - Delivered","B2B","Express","Correios","19YGSB2","Tubarão","Tênis Souza C.","40","Branco","Couro Sintético",False,2,"210.78","421.56"
269,"2025-06-04","Shipped - Delivered","Online Store","Express","LoggiX","BADNGFZ","Macapá","Tênis Fluent Dawn","41","Ciano","Couro Sintético",False,2,"429.78","859.56"
270,"2025-01-09","Shipped - Delivered","Affiliate Programs","Express","Correios","C76PEJA","Florianópolis","Tênis Fluent Dawn","39","Vermelho","Camurça",False,1,"293.58","293.58"
271,"2024-11-13","Shipped - Delivered","Online Store","Express","Correios","MP4MTOH","São Paulo","Rasteira Chocolate","40","Vermelho","Couro liso",False,1,"407.02","407.02"
272,"2025-08-17","Shipped","Online Store","Express","Correios","9WMOJTK","Tubarão","Bota Chocolate","38","Branco","Camurça",True,2,"357.17","714.34"
273,"2025-08-28","Shipped","Online Store","Standard","Correios","XW2D52V","Tubarão","Sapatilha Anoitecer","39","Branco","Camurça",True,1,"333.20","333.20"
274,"2025-05-29","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","465MDJM","Tubarão","Loafer Anoitecer","39","Branco","Couro Sintético",False,2,"377.03","754.06"
275,"2025-02-17","Shipped - Delivered","Online Store","Standard","Sul Envios","7ZEEL8B","Tubarão","Rasteira Chocolate","40","Branco","Couro liso",False,1,"437.55","437.55"
276,"2025-05-15","Shipped - Delivered","B2B","Standard","Correios","HNWG2ZL","Rio de Janeiro","Tênis Fluent Morning","38","Vermelho","Couro Sintético",False,15,"177.75","2666.25"
277,"2025-07-28","Cancelled","Online Store","Standard","PediuChegou","AND0O48","Porto Velho","Rasteira Chocolate","41","Ciano","Camurça",True,1,"470.58","470.58"
278,"2025-04-21","Shipped - Delivered","Online Store","Express","Correios","ENSYOYB","Tubarão","Loafer Anoitecer","40","Vermelho","Couro Sintético",False,1,"427.43","427.43"
279,"2025-03-08","Shipped - Delivered","Online Store","Standard","Correios","G3LETLR","Tubarão","Tênis Fluent Morning","38","Vermelho","Couro liso",False,2,"394.10","788.20"
280,"2024-12-14","Shipped - Delivered","Affiliate Programs","Express","Sul Envios","02ZSDD4","Porto Alegre","Sapatilha Alexia","38","Branco","Camurça",False,1,"321.89","321.89"
281,"2025-09-29","Shipped - Delivered","Affiliate Programs","Express","PediuChegou","UI0NT1X","Belém","Bota Beea Inverno","43","Cinza","Camurça",False,2,"457.75","915.50"
282,"2024-12-20","Shipped","Online Store","Express","PediuChegou","WAWKNZU","Belém","Rasteira Chocolate","43","Ciano","Couro liso",True,1,"330.10","330.10"
283,"2025-05-10","Shipped - Delivered","B2B","Standard","Sul Envios","OO61EC","Porto Alegre","Tênis Souza C.","40","Vermelho","Couro liso",False,10,"473.46","4734.60"
284,"2024-10-28","Shipped - Delivered","Affiliate Programs","Standard","LoggiX","SX7WZ27","Macapá","Bota Monty Black","43","Cinza","Camurça",False,1,"229.88","229.88"
285,"2025-07-16","Shipped","Affiliate Programs","Express","Sul Envios","G71JWTL","São Paulo","Tênis Souza C.","38","Azul","Camurça",True,2,"174.61","349.22"
286,"2025-10-14","Shipped - Delivered","B2B","Standard","Sul Envios","G3N46CB","Florianópolis","Tênis Souza C.","39","Vermelho","Couro Sintético",False,3,"248.02","744.06"
287,"2025-06-24","Shipped - Delivered","Affiliate Programs","Standard","PediuChegou","4MMZKHP","Manaus","Sapatilha Alexia","43","Cinza","Couro liso",False,1,"206.88","206.88"
288,"2025-05-29","Shipped - Delivered","Online Store","Express","Correios","W43UME4","São Paulo","Sapatilha Alexia","38","Azul","Couro Sintético",False,2,"250.44","500.88"
289,"2025-04-06","Shipped - Delivered","Online Store","Express","LoggiX","EMEI60W","Boa Vista","Tênis Souza C.","42","Amarelo","Camurça",False,1,"160.13","160.13"
290,"2024-12-17","Cancelled","Online Store","Standard","LoggiX","NTZWHZ4","Porto Velho","Tênis Fluent Dawn","41","Ciano","Couro liso",True,2,"164.51","329.02"
291,"2024-12-12","Shipped - Delivered","Online Store","Standard","LoggiX","GZ6U0H3","Manaus","Sapatilha Anoitecer","42","Cinza","Couro Sintético",False,1,"355.88","355.88"
292,"2024-12-26","Cancelled","Online Store","Express","Correios","L58GTUJ","Porto Alegre","Loafer Clarice","40","Azul","Couro liso",True,1,"394.87","394.87"
293,"2024-10-29","Shipped - Delivered","Online Store","Express","Correios","KNWZ10O","Tubarão","Loafer Clarice","40","Branco","Couro liso",False,1,"230.19","230.19"
294,"2024-11-11","Shipped - Delivered","Online Store","Express","Sul Envios","WXFRQ7H","Rio de Janeiro","Rasteira Lua Cheia","40","Branco","Couro Sintético",False,1,"258.73","258.73"
295,"2025-09-07","Shipped - Delivered","B2B","Standard","Sul Envios","GESCEC9","Porto Alegre","Tênis Souza C.","38","Vermelho","Camurça",False,10,"335.04","3350.40"
296,"2025-06-11","Shipped","Online Store","Standard","PediuChegou","I378ELZ","Belém","Tênis Souza C.","43","Cinza","Couro Sintético",True,1,"271.24","271.24"
297,"2025-02-03","Shipped","Online Store","Express","PediuChegou","BY27O0L","Manaus","Bota Monty Black","43","Ciano","Camurça",True,2,"317.41","634.82"
298,"2025-03-27","Shipped - Delivered","Affiliate Programs","Express","Correios","TOJMMES","Rio de Janeiro","Sapatilha Anoitecer","38","Vermelho","Camurça",False,2,"322.40","644.80"
299,"2025-02-06","Shipped - Delivered","Affiliate Programs","Standard","Correios","FJLCA6J","Rio de Janeiro","Loafer Anoitecer","39","Branco","Couro Sintético",False,1,"423.75","423.75"
300,"2024-11-15","Shipped - Delivered","Online Store","Standard","Sul Envios","G6N8M8B","São Paulo","Sapatilha Alexia","39","Branco","Couro Sintético",False,1,"467.44","467.44"
